politician , labes1-labels2, mean_similarity , std_similarity
Politician 36 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 36 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 37 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 37 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 37 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 38 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 38 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 38 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 39 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 39 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 39 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 40 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 40 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 40 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 41 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 41 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 41 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 42 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 42 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 42 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 43 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 43 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 43 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 44 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 44 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 44 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 45 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 45 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 45 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 46 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 46 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 46 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 47 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 47 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 47 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 48 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 48 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 48 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 49 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 49 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 49 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 50 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 50 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 50 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 51 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 51 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 51 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 52 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 52 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 52 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 53 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 53 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 53 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 54 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 54 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 54 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 55 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 55 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 55 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 56 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 56 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 56 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 57 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 57 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 57 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 58 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 58 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 58 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 59 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 59 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 59 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 60 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 60 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 60 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 61 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 61 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 61 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 62 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 62 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 62 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 63 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 63 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 63 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 64 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 64 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 64 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 65 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 65 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 65 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 66 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 66 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 66 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 67 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 67 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 67 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 68 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 68 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 68 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 69 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 69 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 69 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 70 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 70 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 70 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 71 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 71 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 71 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 72 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 72 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 72 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 73 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 73 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 73 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 74 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 74 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 74 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 75 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 75 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 75 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 76 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 76 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 76 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 77 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 77 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 77 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 78 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 78 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 78 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 79 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 79 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 79 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 80 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 80 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 80 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 81 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 81 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 81 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 82 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 82 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 82 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 83 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 83 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 83 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 84 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 84 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 84 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 85 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 85 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 85 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 86 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 86 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 86 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 87 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 87 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 87 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 88 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 88 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 88 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 89 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 89 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 89 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 90 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 90 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 90 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 91 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 91 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 91 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 92 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 92 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 92 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 93 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 93 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 93 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 94 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 94 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 94 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 95 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 95 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 95 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 96 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 96 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 96 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 97 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 97 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 97 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 98 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 98 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 98 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 99 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 99 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 99 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 100 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 100 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 100 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 101 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 101 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 101 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 102 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 102 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 102 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 103 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 103 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 103 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 104 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 104 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 104 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 105 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 105 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 105 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 106 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 106 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 106 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 107 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 107 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 107 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 108 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 108 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 108 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 109 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 109 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 109 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 110 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 110 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 110 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 111 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 111 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 111 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 112 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 112 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 112 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 113 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 113 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 113 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 114 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 114 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 114 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 115 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 115 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 115 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 116 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 116 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 116 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 117 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 117 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 117 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 118 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 118 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 118 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 119 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 119 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 119 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 120 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 120 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 120 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 121 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 121 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 121 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 122 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 122 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 122 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 123 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 123 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 123 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 124 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 124 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 124 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 125 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 125 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 125 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 126 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 126 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 126 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 127 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 127 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 127 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 128 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 128 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 128 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 129 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 129 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 129 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 130 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 130 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 130 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 131 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 131 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 131 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 132 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 132 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 132 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 133 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 133 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 133 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 134 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 134 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 134 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 135 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 135 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 135 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 136 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 136 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 136 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 137 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 137 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 137 , oppose-oppose , 0.0401718494742 , 0.370516844826
Politician 138 , favor-favor , 0.0461185236897 , 0.364831922862
Politician 138 , favor-oppose , 0.0387421500631 , 0.362340306216
Politician 138 , oppose-oppose , 0.0401718494742 , 0.370516844826
